n	m	jnm_deri
26	72	263.39344
94	43	263.42917
48	62	263.43406
69	53	263.44273
24	73	263.58436
55	59	263.63181
62	56	263.63632
89	45	263.64478
74	51	263.64745
37	67	263.64797
79	49	263.75098
84	47	263.751
22	74	263.75971
46	63	263.7984
20	75	263.91958
97	42	263.92154
35	68	263.92436
67	54	263.98261
53	60	264.05299
18	76	264.06403
60	57	264.11588
44	64	264.14612
33	69	264.18478
16	77	264.19311
92	44	264.19916
72	52	264.23069
14	78	264.30689
87	46	264.3657
77	50	264.37872
100	41	264.37893
12	79	264.4054
82	48	264.42457
31	70	264.42932
51	61	264.45705
42	65	264.47737
10	80	264.48869
65	55	264.50404
8	81	264.5568
58	58	264.57772
6	82	264.60974
4	83	264.64753
29	71	264.6581
2	84	264.67021
0	84	264.67776
95	43	264.71945
40	66	264.79229
70	53	264.79491
49	62	264.84417
27	72	264.87121
90	45	264.94706
75	51	264.98682
63	56	265.00728
56	59	265.02206
85	47	265.06544
25	73	265.06873
80	49	265.07778
38	67	265.09104
98	42	265.20526
47	63	265.21454
23	74	265.25075
68	54	265.34043
36	68	265.37372
21	75	265.41735
54	60	265.44912
61	57	265.49259
93	44	265.49477
45	64	265.56832
19	76	265.56859
73	52	265.57562
34	69	265.64047
101	41	265.65618
88	46	265.67335
17	77	265.70454
78	50	265.71102
83	48	265.74444
15	78	265.82524
52	61	265.85908
66	55	265.86751
32	70	265.8914
43	65	265.90568
13	79	265.93075
59	58	265.9602
96	43	266.00847
11	80	266.02111
9	81	266.09635
30	71	266.12662
71	53	266.14542
7	82	266.15651
5	83	266.20161
41	66	266.22675
3	84	266.23167
1	85	266.24669
91	45	266.24801
50	62	266.25215
76	51	266.32462
28	72	266.34622
64	56	266.37643
86	47	266.37848
81	49	266.4031
57	59	266.41034
99	42	266.48778
39	67	266.53168
26	73	266.55029
48	63	266.6285
69	54	266.69652
24	74	266.73892
94	44	266.7891
37	68	266.8206
55	60	266.84323
62	57	266.86744
22	75	266.91218
74	52	266.91893
89	46	266.97964
46	64	266.98829
79	50	267.04178
84	48	267.06287
20	76	267.07014
35	69	267.09363
18	77	267.21287
67	55	267.22922
53	61	267.25906
97	43	267.29626
44	65	267.3317
16	78	267.34043
60	58	267.34078
33	70	267.35089
14	79	267.45286
72	53	267.49426
92	45	267.54764
12	80	267.55022
31	71	267.59249
10	81	267.63252
51	62	267.65802
42	66	267.65887
77	51	267.66085
87	47	267.69012
8	82	267.69983
82	49	267.72693
65	56	267.74378
6	83	267.75214
100	42	267.76911
4	84	267.7895
58	59	267.79668
2	85	267.81191
29	72	267.81852
0	85	267.81937
40	67	267.96994
27	73	268.02907
49	63	268.0403
70	54	268.05093
95	44	268.08216
25	74	268.22424
56	60	268.23535
63	57	268.24045
75	52	268.26064
38	68	268.26504
90	46	268.28459
80	50	268.37103
85	48	268.37988
23	75	268.4041
47	64	268.40606
36	69	268.54429
21	76	268.56872
98	43	268.58283
68	55	268.5892
54	61	268.657
19	77	268.71818
61	58	268.71948
45	65	268.75547
34	70	268.80783
73	53	268.84147
93	45	268.84598
17	78	268.85252
15	79	268.9718
78	51	268.99553
88	47	269.00039
101	42	269.04925
83	49	269.04931
32	71	269.05574
52	62	269.06181
13	80	269.07607
43	66	269.08868
66	56	269.10936
11	81	269.16537
59	59	269.1811
9	82	269.23974
30	72	269.28814
7	83	269.29919
5	84	269.34377
3	85	269.37347
96	44	269.37397
1	86	269.38832
71	54	269.40366
41	67	269.40584
50	63	269.44997
28	73	269.50513
91	46	269.58821
76	52	269.60077
64	57	269.61165
57	60	269.62551
86	48	269.69548
81	50	269.69879
26	74	269.70677
39	68	269.70706
48	64	269.82166
99	43	269.86819
24	75	269.89317
69	55	269.94747
37	69	269.99249
55	61	270.05293
22	76	270.06439
62	58	270.09633
94	45	270.14304
46	65	270.17702
74	53	270.18707
20	77	270.22049
35	70	270.26224
89	47	270.3093
79	51	270.32869
18	78	270.36155
84	49	270.37024
53	62	270.46355
67	56	270.47319
16	79	270.48762
44	66	270.51623
33	71	270.51643
60	59	270.56362
14	80	270.59874
97	44	270.66454
12	81	270.69495
72	54	270.75473
31	72	270.75514
10	82	270.7763
42	67	270.83941
8	83	270.84282
51	63	270.85755
92	46	270.89052
6	84	270.89453
4	85	270.93145
77	52	270.93934
2	86	270.9536
0	86	270.96098
29	73	270.97849
65	57	270.98107
87	48	271.00968
58	60	271.01373
82	50	271.02508
40	68	271.14672
100	43	271.15235
27	74	271.18656
49	64	271.23511
70	55	271.30405
25	75	271.37943
38	69	271.43827
95	45	271.43882
56	61	271.44688
63	58	271.47135
75	53	271.53107
23	76	271.55717
47	65	271.59638
90	47	271.61687
80	51	271.66034
85	49	271.68976
36	70	271.71418
21	77	271.71987
68	56	271.83529
54	62	271.86326
19	78	271.86758
45	66	271.94153
61	59	271.94427
98	44	271.95388
34	71	271.97457
17	79	272.00035
73	54	272.10418
15	80	272.11825
93	46	272.19153
32	72	272.21955
13	81	272.22131
52	63	272.26306
43	67	272.2707
78	52	272.27637
11	82	272.30958
88	48	272.32251
66	57	272.34871
83	50	272.34991
9	83	272.38308
59	60	272.40005
101	43	272.43532
7	84	272.44185
30	73	272.4492
5	85	272.48591
3	86	272.51527
1	87	272.52995
41	68	272.58403
50	64	272.64644
71	55	272.65896
28	74	272.66363
96	45	272.73335
57	61	272.83888
64	58	272.84456
26	75	272.86291
76	53	272.87349
39	69	272.88165
91	47	272.9231
81	51	272.9905
86	49	273.00786
48	65	273.01358
24	76	273.04713
37	70	273.16367
69	56	273.19568
22	77	273.21635
99	44	273.24201
55	62	273.26098
62	59	273.32308
46	66	273.36463
20	78	273.37064
35	71	273.43022
74	54	273.45201
94	46	273.49125
18	79	273.51007
79	52	273.61187
89	48	273.63398
16	80	273.63467
53	63	273.66653
84	50	273.6733
33	72	273.6814
44	67	273.69974
67	57	273.71461
14	81	273.74451
60	60	273.78447
12	82	273.83962
31	73	273.9173
10	83	273.92003
8	84	273.98579
72	55	274.01221
42	68	274.01904
97	45	274.02664
6	85	274.0369
51	64	274.05569
4	86	274.0734
2	87	274.09529
0	87	274.10259
29	74	274.13803
77	53	274.21435
65	58	274.21599
92	47	274.22802
58	61	274.22896
82	51	274.31918
40	69	274.32267
87	49	274.32457
27	75	274.34367
49	65	274.42865
100	44	274.52895
25	76	274.53429
70	56	274.55439
38	70	274.61076
56	62	274.65673
63	59	274.70006
23	77	274.70998
47	66	274.78555
95	46	274.7897
75	54	274.79824
21	78	274.87079
36	71	274.88341
90	48	274.9441
80	52	274.94587
85	50	274.99526
19	79	275.0168
54	63	275.06798
68	57	275.07879
45	67	275.12654
34	72	275.14073
17	80	275.14805
61	60	275.16703
15	81	275.26459
98	45	275.31871
73	55	275.36384
13	82	275.36647
32	73	275.38284
43	68	275.45177
11	83	275.45372
52	64	275.46288
9	84	275.52639
93	47	275.53164
78	53	275.55367
7	85	275.58449
66	58	275.58566
30	74	275.60981
59	61	275.61712
5	86	275.62804
88	49	275.63991
83	51	275.64641
3	87	275.65707
1	88	275.67158
41	69	275.76137
101	44	275.81469
28	75	275.82174
50	65	275.84161
71	56	275.91143
26	76	276.01871
57	62	276.05053
39	70	276.05546
64	59	276.07524
96	46	276.0869
76	54	276.14291
24	77	276.2008
48	66	276.20431
91	48	276.2529
81	52	276.27837
86	50	276.31582
37	71	276.33416
22	78	276.36808
69	57	276.44126
55	63	276.46744
20	79	276.5206
62	60	276.54775
46	67	276.55115
35	72	276.59759
99	45	276.60956
18	80	276.65842
74	55	276.71387
16	81	276.7816
94	47	276.83397
33	73	276.84583
53	64	276.86804
44	68	276.88226
14	82	276.89019
79	53	276.89147
67	58	276.95359
89	49	276.95388
84	51	276.97221
12	83	276.98421
60	61	277.00341
10	84	277.06371
31	74	277.07899
8	85	277.12872
6	86	277.17926
42	69	277.19778
4	87	277.21534
2	88	277.23698
0	88	277.2442
51	65	277.25249
72	56	277.26683
29	75	277.29717
97	46	277.38285
58	62	277.44241
65	59	277.44865
77	54	277.48601
40	70	277.49783
27	76	277.50043
92	48	277.56038
82	52	277.60941
49	66	277.62096
87	50	277.63499
25	77	277.68886
38	71	277.78253
70	57	277.80205
23	78	277.86253
56	63	277.86495
100	45	277.8992
63	60	277.92666
47	67	277.97359
21	79	278.02151
36	72	278.05199
75	55	278.0623
95	47	278.13504
19	80	278.16585
80	53	278.22777
90	49	278.26652
54	64	278.2712
17	81	278.2956
85	51	278.29657
34	73	278.30633
45	68	278.31054
68	58	278.3198
61	61	278.38784
15	82	278.41082
13	83	278.51154
32	74	278.54563
11	84	278.59781
73	56	278.6206
43	69	278.63192
52	65	278.66133
9	85	278.66965
98	46	278.67757
7	86	278.7271
30	75	278.76998
5	87	278.77016
3	88	278.79886
1	89	278.81321
66	59	278.82029
78	54	278.82758
59	62	278.8324
93	48	278.86656
41	70	278.93788
83	52	278.93899
88	50	278.95278
28	76	278.97948
50	66	279.03552
71	57	279.16119
26	77	279.1742
101	45	279.18766
39	71	279.22853
57	63	279.26051
64	60	279.30377
24	78	279.3542
48	67	279.3939
76	55	279.40915
96	47	279.43484
37	72	279.50399
22	79	279.51957
81	53	279.56258
91	49	279.57782
86	51	279.61954
20	80	279.67036
55	64	279.67237
69	58	279.68431
46	68	279.73663
35	73	279.76436
62	61	279.77044
18	81	279.80663
16	82	279.92841
99	46	279.97108
74	56	279.97276
33	74	280.00974
14	83	280.03577
44	69	280.06384
53	65	280.06815
12	84	280.12874
79	54	280.16763
94	48	280.17145
67	59	280.19021
10	85	280.20735
60	62	280.22051
31	75	280.24023
84	52	280.26714
89	50	280.26921
8	86	280.27162
6	87	280.32159
4	88	280.35727
42	70	280.37566
2	89	280.37867
0	89	280.38581
51	66	280.44801
29	76	280.4559
72	57	280.51868
58	63	280.65417
27	77	280.65685
40	71	280.67221
65	60	280.67911
97	47	280.7334
77	55	280.75446
49	67	280.8121
25	78	280.84313
92	49	280.8878
82	53	280.89591
87	51	280.94111
38	72	280.95361
23	79	281.01484
70	58	281.04715
56	64	281.0716
63	61	281.15123
47	68	281.16056
21	80	281.17201
36	73	281.21997
100	46	281.26339
19	81	281.31473
75	56	281.32334
17	82	281.44302
34	74	281.47138
54	65	281.47297
95	48	281.47507
45	69	281.49355
80	54	281.50618
15	83	281.55695
68	59	281.55841
90	50	281.5843
85	52	281.59386
61	62	281.60677
13	84	281.65654
32	75	281.70794
11	85	281.74184
43	70	281.81119
9	86	281.81288
52	66	281.85846
7	87	281.86969
73	57	281.87455
5	88	281.91227
30	76	281.92973
3	89	281.94065
1	90	281.95484
98	47	282.03074
59	63	282.04593
66	60	282.0527
78	55	282.09823
41	71	282.11359
28	77	282.13685
93	49	282.19649
83	53	282.2278
50	67	282.22821
88	51	282.26131
26	78	282.32936
39	72	282.40089
71	58	282.40833
57	64	282.46889
24	79	282.50734
64	61	282.53024
101	46	282.5545
48	68	282.58238
22	80	282.67085
76	56	282.67235
37	73	282.67318
96	48	282.77743
20	81	282.81994
81	54	282.84324
55	65	282.87583
91	50	282.89805
86	52	282.91918
46	69	282.9211
69	59	282.92492
35	74	282.93057
18	82	282.95468
62	62	282.99121
16	83	283.07511
33	75	283.17315
14	84	283.18127
74	57	283.22882
44	70	283.2445
53	66	283.2669
12	85	283.2732
99	47	283.32685
10	86	283.35093
31	76	283.40102
8	87	283.4145
67	60	283.42457
60	63	283.43583
79	55	283.44049
6	88	283.46391
4	89	283.49919
94	49	283.50388
2	90	283.52036
0	90	283.52741
42	71	283.55271
84	53	283.55825
89	51	283.58014
29	77	283.61425
51	67	283.64227
72	58	283.76787
27	78	283.81293
40	72	283.84585
58	64	283.86428
65	61	283.90747
25	79	283.99712
49	68	284.00209
77	56	284.01981
97	48	284.07854
38	73	284.12403
23	80	284.1669
82	54	284.17884
92	50	284.21049
87	52	284.24311
56	65	284.27673
70	59	284.28976
21	81	284.32232
47	69	284.3465
63	62	284.37385
36	74	284.38734
19	82	284.46344
75	57	284.5815
17	83	284.59031
100	47	284.62176
34	75	284.6359
54	66	284.67336
45	70	284.67562
15	84	284.70297
80	55	284.78124
68	60	284.79472
13	85	284.80146
95	49	284.81001
61	63	284.8239
32	76	284.86978
11	86	284.88582
85	53	284.88728
90	51	284.89763
9	87	284.95608
43	71	284.9896
7	88	285.01225
52	67	285.05431
5	89	285.05436
3	90	285.08243
30	77	285.08908
1	91	285.09646
73	58	285.1258
59	64	285.25779
66	61	285.28297
41	72	285.28853
28	78	285.29387
78	56	285.36574
98	48	285.37843
50	68	285.41974
26	79	285.48423
83	54	285.51298
93	50	285.52163
88	52	285.56566
39	73	285.57255
71	59	285.65295
24	80	285.66022
57	65	285.67572
64	62	285.75471
48	69	285.76979
22	81	285.82191
37	74	285.84174
101	47	285.91548
76	57	285.93262
20	82	285.96935
55	66	286.07785
35	75	286.09622
18	83	286.10259
46	70	286.10459
96	49	286.11487
81	55	286.12051
69	60	286.16319
62	63	286.21014
91	51	286.2138
86	53	286.21491
16	84	286.22169
14	85	286.32668
33	76	286.33607
12	86	286.4176
44	71	286.42428
53	67	286.46434
74	58	286.48213
10	87	286.49448
8	88	286.55734
31	77	286.56138
6	89	286.60621
4	90	286.64111
60	64	286.64945
67	61	286.65674
2	91	286.66204
0	91	286.66902
99	48	286.6771
79	56	286.71016
42	72	286.72897
29	78	286.77223
94	50	286.83149
51	68	286.83534
84	54	286.84569
89	52	286.88685
27	79	286.96869
72	59	287.01451
40	73	287.01877
58	65	287.07282
65	62	287.1338
25	80	287.15084
49	69	287.19099
77	57	287.28219
38	74	287.2938
23	81	287.31874
97	49	287.41849
82	55	287.45832
21	82	287.47244
56	66	287.48041
92	51	287.52864
70	60	287.52999
47	70	287.53143
87	53	287.54114
36	75	287.55415
63	63	287.59458
19	83	287.612
17	84	287.73748
34	76	287.79991
75	58	287.83687
15	85	287.8489
45	71	287.85678
54	67	287.8724
13	86	287.94631
100	48	287.97456
68	61	288.02881
11	87	288.02975
32	77	288.03118
61	64	288.03927
80	56	288.05308
9	88	288.09923
95	50	288.14006
7	89	288.1548
43	72	288.16718
85	54	288.17698
5	90	288.19645
90	52	288.2067
3	91	288.22421
1	92	288.23809
30	78	288.24803
52	68	288.24892
73	59	288.37445
28	79	288.45055
41	73	288.46273
59	65	288.46804
66	62	288.51116
50	69	288.61013
78	57	288.63024
26	80	288.6388
98	49	288.72088
39	74	288.74354
83	55	288.79468
24	81	288.81285
93	51	288.84219
88	53	288.86601
57	66	288.88106
71	60	288.89515
48	70	288.95616
22	82	288.97276
64	63	288.97726
37	75	289.00971
20	83	289.11858
76	58	289.19006
18	84	289.25037
35	76	289.26134
101	48	289.27082
55	67	289.2785
46	71	289.28714
16	85	289.36817
81	56	289.39451
69	61	289.3992
62	64	289.42728
96	50	289.44738
14	86	289.47201
33	77	289.49852
86	54	289.50687
91	52	289.52523
12	87	289.56194
44	72	289.6032
10	88	289.63798
53	68	289.66051
8	89	289.70016
31	78	289.72133
74	59	289.7328
6	90	289.7485
4	91	289.78302
2	92	289.80373
0	92	289.81063
60	65	289.86141
67	62	289.88681
42	73	289.90445
29	79	289.92984
79	57	289.97677
99	49	290.02205
51	69	290.02724
27	80	290.12414
84	55	290.1296
94	51	290.15445
89	53	290.18951
40	74	290.191
72	60	290.25867
58	66	290.27983
25	81	290.30429
65	63	290.35818
49	70	290.37882
38	75	290.46294
23	82	290.47035
77	58	290.5417
21	83	290.62237
56	67	290.68268
47	71	290.71539
36	76	290.72039
82	56	290.73449
97	50	290.75346
19	84	290.76041
70	61	290.76792
63	64	290.8135
87	54	290.83537
92	52	290.84243
17	85	290.88452
34	77	290.96343
15	86	290.99473
45	72	291.03706
54	68	291.07014
75	59	291.08957
13	87	291.09109
11	88	291.17362
32	78	291.19214
9	89	291.24236
61	65	291.25296
68	62	291.26075
7	90	291.29732
80	57	291.32181
100	49	291.32201
5	91	291.33852
43	73	291.34396
3	92	291.36599
1	93	291.37972
30	79	291.40661
52	69	291.44234
85	55	291.46311
95	51	291.46543
90	53	291.51167
28	80	291.6069
73	60	291.62059
41	74	291.6362
59	66	291.67672
66	63	291.73736
26	81	291.79309
50	70	291.79943
78	58	291.89182
39	75	291.91388
24	82	291.96524
98	50	292.0583
83	56	292.07301
57	67	292.08496
22	83	292.12341
71	61	292.13501
48	71	292.14154
93	52	292.15834
88	54	292.1625
37	76	292.1771
64	64	292.19795
20	84	292.26765
18	85	292.39801
35	77	292.42595
76	59	292.44478
46	72	292.46879
55	68	292.47783
16	86	292.51453
14	87	292.61726
101	49	292.62077
69	62	292.63302
62	65	292.6427
33	78	292.66051
81	57	292.66537
12	88	292.70622
96	51	292.77516
44	73	292.7813
10	89	292.78144
86	55	292.79521
91	53	292.83251
8	90	292.84295
53	69	292.85547
31	79	292.88088
6	91	292.89078
4	92	292.92492
2	93	292.94541
0	93	292.95223
74	60	292.98092
60	66	293.07178
42	74	293.07919
29	80	293.08711
67	63	293.11484
51	70	293.21802
79	58	293.24043
27	81	293.2793
99	50	293.36192
40	75	293.36255
84	56	293.41011
25	82	293.45749
94	52	293.47295
58	67	293.48536
89	54	293.48827
72	61	293.50047
49	71	293.56563
65	64	293.58066
23	83	293.62174
38	76	293.63149
21	84	293.77212
77	59	293.79846
56	68	293.88359
36	77	293.8861
47	72	293.89841
19	85	293.90868
70	62	294.00363
82	57	294.00747
63	65	294.03066
17	86	294.03145
97	51	294.08364
87	55	294.12593
34	78	294.12647
15	87	294.14048
92	53	294.15202
45	73	294.21649
13	88	294.2358
54	69	294.26663
11	89	294.31745
75	60	294.33968
32	79	294.35268
9	90	294.38545
7	91	294.43982
61	66	294.46502
5	92	294.48059
68	63	294.49063
3	93	294.50776
43	74	294.51998
1	94	294.52134
30	80	294.56482
80	58	294.58755
52	70	294.63462
100	50	294.66433
85	56	294.74579
28	81	294.76294
95	52	294.7863
41	75	294.80898
90	54	294.8127
73	61	294.86432
59	67	294.8839
26	82	294.94711
66	64	294.96164
50	71	294.98768
39	76	295.0836
24	83	295.1174
78	59	295.15061
22	84	295.27387
57	68	295.28747
48	72	295.32596
37	77	295.34393
83	57	295.34812
71	62	295.37261
98	51	295.39088
20	85	295.41656
64	65	295.41686
88	55	295.45528
93	53	295.47024
18	86	295.54552
35	78	295.59005
46	73	295.64956
16	87	295.6608
55	69	295.67587
76	60	295.69688
14	88	295.76243
33	79	295.82207
12	89	295.85044
62	66	295.85646
69	63	295.86474
10	90	295.92486
81	58	295.93319
44	74	295.9586
101	50	295.96554
8	91	295.98572
6	92	296.03303
31	80	296.04004
53	70	296.04924
4	93	296.06682
86	56	296.08007
2	94	296.08709
0	94	296.09384
96	52	296.09838
91	54	296.1358
74	61	296.22659
29	81	296.24405
42	75	296.2532
60	67	296.28061
67	64	296.34092
51	71	296.40772
27	82	296.43416
79	59	296.50125
40	76	296.53345
25	83	296.61043
84	57	296.68735
58	68	296.68947
99	51	296.6969
72	62	296.73997
49	72	296.75145
23	84	296.77293
89	55	296.78327
94	53	296.78717
38	77	296.79945
65	65	296.80132
21	85	296.9217
36	78	297.05129
77	60	297.05254
19	86	297.0568
47	73	297.08053
56	69	297.08319
17	87	297.17826
70	63	297.23721
63	66	297.24613
82	58	297.27738
15	88	297.28613
34	79	297.28905
13	89	297.38045
45	74	297.39509
97	52	297.40922
87	56	297.41297
92	54	297.45758
11	90	297.46123
54	70	297.46191
32	80	297.51282
9	91	297.52851
7	92	297.58231
75	61	297.5873
5	93	297.62264
3	94	297.64953
1	95	297.66296
61	67	297.67551
43	75	297.69524
68	64	297.71851
30	81	297.72267
52	71	297.82578
80	59	297.85041
28	82	297.91866
41	76	297.98108
100	51	298.00172
85	57	298.02516
59	68	298.08963
26	83	298.10087
95	53	298.10283
73	62	298.10573
90	55	298.10993
50	72	298.17491
66	65	298.18406
39	77	298.25271
24	84	298.26934
78	60	298.40669
22	85	298.42414
57	69	298.48863
48	73	298.50944
37	78	298.51021
20	86	298.56532
71	63	298.60804
83	58	298.62012
64	66	298.63404
18	87	298.69291
98	52	298.71882
88	56	298.7445
35	79	298.75368
93	54	298.77807
16	88	298.80697
46	74	298.82948
55	70	298.87267
14	89	298.90752
76	61	298.94645
33	80	298.98319
12	90	298.9946
10	91	299.06824
62	67	299.06862
69	64	299.09444
8	92	299.12846
44	75	299.13514
6	93	299.17528
81	59	299.1981
31	81	299.19883
4	94	299.20871
2	95	299.22876
0	95	299.23545
53	71	299.24187
101	51	299.30534
86	57	299.36158
29	82	299.40066
96	53	299.41722
42	76	299.42652
91	55	299.43525
74	62	299.4699
60	68	299.48796
67	65	299.5651
27	83	299.58874
51	72	299.59637
40	77	299.70373
79	60	299.75934
25	84	299.76314
58	69	299.89221
23	85	299.92391
49	73	299.9363
84	58	299.96143
38	78	299.96685
72	63	299.97726
65	66	300.02022
99	52	300.0272
21	86	300.07111
89	56	300.07467
94	54	300.09727
19	87	300.20478
36	79	300.21598
47	74	300.26178
56	70	300.28152
77	61	300.30407
17	88	300.32497
15	89	300.43171
34	80	300.45119
63	67	300.45996
70	64	300.46872
13	90	300.52503
82	59	300.54433
45	75	300.5729
11	91	300.60496
54	71	300.65602
9	92	300.67154
32	81	300.67257
87	57	300.69661
7	93	300.72478
97	53	300.73037
92	55	300.75926
5	94	300.76469
3	95	300.79129
1	96	300.80459
75	62	300.83251
43	76	300.86979
30	82	300.88018
61	68	300.88449
68	65	300.94447
52	72	301.01586
28	83	301.07409
80	60	301.11049
41	77	301.15253
26	84	301.25436
59	69	301.29395
85	58	301.30134
100	52	301.33437
73	63	301.34488
50	73	301.36115
90	56	301.4035
66	66	301.40469
95	54	301.41519
24	85	301.42106
39	78	301.42123
22	86	301.57423
78	61	301.66017
37	79	301.67597
57	70	301.68849
48	74	301.69202
20	87	301.71392
18	88	301.84018
71	64	301.84137
64	67	301.84956
83	59	301.88912
35	80	301.91684
16	89	301.95304
46	75	302.00857
88	57	302.03027
98	53	302.04229
14	90	302.05254
55	71	302.06827
93	55	302.08197
12	91	302.13872
33	81	302.14391
76	62	302.19358
10	92	302.21159
8	93	302.27118
62	68	302.27923
44	76	302.31092
6	94	302.31751
69	65	302.32217
4	95	302.35059
31	82	302.35726
2	96	302.37044
0	96	302.37705
53	72	302.4334
81	60	302.46018
29	83	302.55695
42	77	302.59916
86	58	302.63985
101	52	302.64035
60	69	302.69387
74	63	302.71092
91	56	302.731
96	54	302.73186
27	84	302.74305
51	73	302.78401
67	66	302.78746
40	78	302.87339
25	85	302.91561
79	61	303.01478
23	86	303.0747
58	70	303.09362
49	74	303.12023
38	79	303.1337
72	64	303.21241
21	87	303.22036
84	59	303.23248
65	67	303.23742
19	88	303.35263
99	53	303.35298
89	57	303.36258
36	80	303.38018
94	55	303.40339
47	75	303.44217
17	89	303.47157
56	71	303.47862
77	62	303.55311
15	90	303.57719
34	81	303.61289
13	91	303.66955
63	68	303.67221
70	65	303.69823
11	92	303.74865
45	76	303.74994
82	60	303.80842
9	93	303.81454
32	82	303.83193
54	72	303.84901
7	94	303.86722
5	95	303.90672
3	96	303.93305
1	97	303.94621
87	58	303.97697
30	83	304.03735
43	77	304.04364
97	54	304.04728
92	56	304.0572
75	63	304.07541
61	69	304.09199
68	66	304.16856
52	73	304.20491
28	84	304.22923
41	78	304.32336
80	61	304.3679
26	85	304.40761
59	70	304.49691
50	74	304.54644
24	86	304.57257
85	59	304.57444
73	64	304.58186
39	79	304.58919
66	67	304.62358
100	53	304.66247
90	57	304.69355
95	55	304.72355
22	87	304.72414
37	80	304.84123
20	88	304.86238
48	75	304.87373
57	71	304.8871
78	62	304.91114
18	89	304.98733
64	68	305.06346
71	65	305.07267
35	81	305.07955
16	90	305.09902
83	60	305.15522
46	76	305.18688
14	91	305.19749
55	72	305.26271
12	92	305.28278
33	82	305.30423
88	58	305.31273
10	93	305.3549
98	54	305.36146
93	56	305.38209
8	94	305.41387
76	63	305.43835
6	95	305.45973
44	77	305.48598
62	69	305.48834
4	96	305.49247
2	97	305.51211
31	83	305.51533
0	97	305.51866
69	66	305.54801
53	73	305.62386
29	84	305.71293
81	61	305.71955
42	78	305.77115
27	85	305.89709
60	70	305.89839
86	59	305.915
74	64	305.94974
51	74	305.97067
101	53	305.97076
67	67	306.00806
91	57	306.0232
96	55	306.04244
40	79	306.04247
25	86	306.06786
23	87	306.2253
79	62	306.26767
58	71	306.29374
38	80	306.30003
49	75	306.30327
21	88	306.36945
72	65	306.4455
65	68	306.45298
19	89	306.50036
84	60	306.5006
36	81	306.5439
17	90	306.61806
47	76	306.62175
89	58	306.64714
99	54	306.67443
56	72	306.67453
94	56	306.7057
15	91	306.7226
34	82	306.77418
77	63	306.79977
13	92	306.814
63	69	306.88294
11	93	306.8923
70	66	306.92582
45	77	306.92623
9	94	306.95751
32	83	306.99092
7	95	307.00965
54	73	307.04089
5	96	307.04875
82	61	307.06976
3	97	307.07481
1	98	307.08783
30	84	307.1942
43	78	307.21681
87	59	307.25418
61	70	307.29808
75	64	307.31607
92	57	307.35153
97	55	307.36009
28	85	307.38408
68	67	307.39086
52	74	307.39295
41	79	307.49356
26	86	307.56062
80	62	307.62272
59	71	307.69855
24	87	307.72387
50	75	307.73081
39	80	307.7566
73	65	307.81675
66	68	307.8408
85	60	307.84457
22	88	307.87388
90	58	307.98021
100	54	307.98618
37	81	308.00599
20	89	308.0107
95	56	308.02804
48	76	308.0546
57	72	308.08449
18	90	308.13436
78	63	308.15968
35	82	308.24182
16	91	308.24491
64	69	308.2758
71	66	308.30201
14	92	308.34238
46	77	308.36441
83	61	308.41853
12	93	308.42679
55	73	308.45603
33	83	308.46415
10	94	308.49817
8	95	308.55655
88	59	308.592
6	96	308.60193
4	97	308.63434
2	98	308.65378
0	98	308.66026
44	78	308.66035
31	84	308.67307
98	55	308.6765
93	57	308.67857
76	64	308.68085
62	70	308.69601
69	67	308.77202
53	74	308.81329
29	85	308.86862
42	79	308.94251
81	62	308.9763
27	86	309.05088
60	71	309.10157
51	75	309.15638
74	65	309.18643
86	60	309.18714
40	80	309.21098
25	87	309.21989
67	68	309.22694
101	54	309.29674
91	58	309.31196
96	56	309.34911
23	88	309.37571
38	81	309.46584
49	76	309.48543
58	72	309.49262
79	63	309.5181
21	89	309.51839
19	90	309.64795
65	69	309.66695
72	66	309.6766
36	82	309.70717
17	91	309.76446
84	61	309.76588
47	77	309.80054
15	92	309.86793
56	73	309.86929
89	59	309.92847
34	83	309.93506
13	93	309.9584
99	55	309.99169
94	57	310.00432
11	94	310.0359
77	64	310.04412
63	70	310.09218
9	95	310.10045
45	78	310.1018
32	84	310.14956
70	67	310.15154
7	96	310.15207
5	97	310.19077
3	98	310.21656
1	99	310.22945
54	74	310.23172
82	62	310.32844
30	85	310.35074
43	79	310.38932
61	71	310.5028
87	60	310.52835
28	86	310.53867
75	65	310.55456
52	75	310.58001
68	68	310.61142
92	58	310.6424
41	80	310.66318
97	56	310.66895
26	87	310.7134
24	88	310.87498
80	63	310.87504
59	72	310.89893
50	76	310.91428
39	81	310.92347
22	89	311.02346
73	66	311.04961
66	69	311.0564
85	61	311.11183
20	90	311.15888
37	82	311.17028
48	77	311.23464
90	59	311.2636
57	73	311.28071
18	91	311.28129
100	55	311.30567
95	57	311.3288
16	92	311.39071
35	83	311.40366
78	64	311.40588
64	70	311.48663
14	93	311.48719
71	67	311.52946
46	78	311.5412
12	94	311.57075
33	84	311.62371
10	95	311.64141
55	74	311.64826
83	62	311.67915
8	96	311.6992
6	97	311.74413
4	98	311.77621
2	99	311.79545
0	99	311.80187
31	85	311.83048
44	79	311.83403
88	60	311.86818
62	71	311.90227
76	65	311.92116
93	58	311.97154
98	56	311.98754
69	68	311.99426
53	75	312.00171
29	86	312.02403
42	80	312.11325
27	87	312.20442
81	63	312.23052
60	72	312.30344
51	76	312.34118
